# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
4245         5  180217041  180238939    178      16  321655      -2.3235    5.2403e-14      -2.3235
643836       5  180271935  180289334    102      20  273959      0.52294    5.2514e-14      0.52294
79908        5  180325077  180378406    217      24  296549     -0.90377    5.2514e-14     -0.90377
10917        5  180414845  180434227     51      14  221273      0.77788    5.2514e-14      0.77788
153579       5  180466203  180489023     99      19  346918      -0.9973    5.2514e-14      -0.9973
26693        5  180550839  180557557     35      15  193103      -1.1182    5.2403e-14      -1.1182
285659       5  180580943  180583390     18       7  372734      0.16687    5.2486e-14      0.16687
81786        5  180620424  180633293     95      20  303570      -1.4665    5.2403e-14      -1.4665
90933        5  180649263  180663308     73      26  240216         -1.2    5.2403e-14         -1.2
10399        5  180663428  180672209     56      14  311793     -0.48262    5.2458e-14     -0.48262
84851        5  180682873  180689161     31      15  233094     -0.99708    5.2514e-14     -0.99708
56940        6     291101     351855    140      71   12815      0.89926    5.2514e-14      0.89926
3662         6     390739     411943    128      39  253923      0.17584    5.2486e-14      0.17584
55770        6     484638     694141   1065      88  284471     -0.81523    5.2514e-14     -0.81523
135458       6     655439     657964     12       6  206204      -1.1211    5.2403e-14      -1.1211
101927353    6     908946     911555     10       5  421740      0.61349    5.2514e-14      0.61349
94234        6    1311675    1315493     20       9  261388       1.2533    5.2403e-14       1.2533
2295         6    1389069    1396332     38      15  201843       1.0519    5.2403e-14       1.0519
2296         6    1609681    1614632     13       6  112761      0.28052    5.2458e-14      0.28052
2762         6    1623535    2246868   3010     209  226560      -1.8352    5.2403e-14      -1.8352
340156       6    2663363    2766615    682      84  321968       1.7103    5.2403e-14       1.7103
56897        6    2764575    2786479    121      34  255392      -2.8882    5.2403e-14      -2.8882
1992         6    2832066    2843283     60      20  231057     -0.25994    5.2458e-14     -0.25994
5272         6    2886999    2904546     87      34  231287      0.21232    5.2486e-14      0.21232
5269         6    2947893    2973399    143      29  310907     -0.93677    5.2514e-14     -0.93677
4835         6    2999067    3020497    195      26  377582      0.75963    5.2514e-14      0.75963
8737         6    3063201    3115921    264      53  185071      0.26002    5.2458e-14      0.26002
670          6    3117926    3154333    191      32  174416      0.13166    5.2486e-14      0.13166
7280         6    3153400    3158783     23      11  207712       0.3569    5.2458e-14       0.3569
347733       6    3223995    3228968     13       9  153183     -0.86969    5.2514e-14     -0.86969
389362       6    3258162    3268800    105       9  386218       1.0712    5.2403e-14       1.0712
63027        6    3268707    3457954   1139     132  281015     -0.85179    5.2514e-14     -0.85179
221749       6    3722336    3753246    158      48  259978       1.6472    5.2403e-14       1.6472
26240        6    3848632    3852051     17      10  224308     -0.43836    5.2458e-14     -0.43836
8899         6    4020563    4065717    193      27  316078      -1.3538    5.2403e-14      -1.3538
222826       6    4068093    4080457     67      11  319282      -2.8509    5.2403e-14      -2.8509
404220       6    4078440    4131500    267      35  283144     -0.87302    5.2514e-14     -0.87302
10455        6    4115427    4136831     91      17  315499     -0.14862    5.2486e-14     -0.14862
9425         6    4705393    4956278   1243     143  226796      0.55682    5.2514e-14      0.55682
10799        6    4994780    5005292     74      17  345117       -1.028    5.2403e-14       -1.028
57128        6    5046895    5262172   1285      87  268606       -2.021    5.2403e-14       -2.021
648791       6    5084720    5087955     18       6  264960     -0.63437    5.2514e-14     -0.63437
10667        6    5260251    5772316   2837     255  266777       0.2353    5.2486e-14       0.2353
51299        6    5997732    6008838     56      16  247014      -2.0173    5.2403e-14      -2.0173
2162         6    6143811    6321924   1043     173  259814     0.076187    5.2486e-14     0.076187
9450         6    6587934    6655716    511      83  266416       0.9695    5.2514e-14       0.9695
6239         6    7106830    7252713    589      79  221928      0.87271    5.2514e-14      0.87271
6745         6    7280783    7314541    254      26  335019      0.20841    5.2486e-14      0.20841
285782       6    7326387    7390976    357      47  258656      0.75781    5.2514e-14      0.75781
83732        6    7389062    7418770    152      35  224362      0.84236    5.2514e-14      0.84236
1832         6    7540808    7587446    197      45  307751       1.2063    5.2403e-14       1.2063
154007       6    7589432    7612700    103      23  293965      0.83272    5.2514e-14      0.83272
654          6    7726011    7882472    866     110  271501       1.3481    5.2403e-14       1.3481
81567        6    7880983    7912047    196      39  261674      -1.8795    5.2403e-14      -1.8795
63915        6    8013300    8065647    439      29  202420     -0.23902    5.2486e-14     -0.23902
9521         6    8073093    8103828    143      30  294170    -0.085241    5.2486e-14    -0.085241
51000        6    8412801    8436794    121      18  289676      0.76098    5.2514e-14      0.76098
266553       6    9697363   10212841   2718     204  275159     -0.11754    5.2486e-14     -0.11754
7020         6   10392919   10420797     81      28  224340    -0.044975    5.2479e-14    -0.044975
2651         6   10520542   10630101    617      77  242086     -0.58172    5.2514e-14     -0.58172
347744       6   10671151   10696030     91      20   84003       1.5749    5.2403e-14       1.5749
55003        6   10694180   10710515     78      11   75491       1.5991    5.2403e-14       1.5991
51522        6   10722148   10742077    118      32  169075     0.073768    5.2486e-14     0.073768
81853        6   10746995   10770889    124      45  148372     -0.79816    5.2514e-14     -0.79816
4117         6   10762456   10839788    334      49  201620      -0.3674    5.2458e-14      -0.3674
9247         6   10872956   10883098     52      25  187683     -0.50606    5.2514e-14     -0.50606
221711       6   10886064   10975042    652      70  190278    -0.062711    5.2486e-14    -0.062711
54898        6   10980492   11045624    301      41  179273      0.75763    5.2514e-14      0.75763
221710       6   11093266   11139471    289      31  277732       1.2692    5.2403e-14       1.2692
405754       6   11102222   11113071     71      17  297913      0.73564    5.2514e-14      0.73564
4739         6   11183031   11383581   1055     172  267152     -0.69975    5.2514e-14     -0.69975
100113407    6   11537460   11584257    219      37  314213      0.54627    5.2514e-14      0.54627
84830        6   11711005   11780861    391      50  298766     -0.21434    5.2486e-14     -0.21434
3096         6   12011724   12212770   1017     110  249542      0.52751    5.2514e-14      0.52751
1906         6   12289529   12297927     41      16  319037     -0.11973    5.2486e-14     -0.11973
221692       6   12715888   13290976   2719     158  241740       1.7441    5.2403e-14       1.7441
100130357    6   13279027   13298314    141      21  358451      -1.5588    5.2403e-14      -1.5588
51256        6   13304683   13329787    157      22  303677      -1.0682    5.2403e-14      -1.0682
54438        6   13363087   13488869    646      75  215363      0.98636    5.2514e-14      0.98636
23408        6   13573506   13615890    125      36  234488      -1.7923    5.2403e-14      -1.7923
51406        6   13611531   13633589     62      19  243583     -0.53183    5.2514e-14     -0.53183
10048        6   13621230   13712796    275      52  212163     -0.37879    5.2458e-14     -0.37879
63933        6   13786281   13815794    122      45  199394      0.96436    5.2514e-14      0.96436
221687       6   13923677   13980740    234      46  232267      -2.8932    5.2403e-14      -2.8932
9308         6   14116487   14137649     85      25  311035     0.085113    5.2486e-14     0.085113
3720         6   15245206   15522773   1402     105  230236     -0.54953    5.2514e-14     -0.54953
84062        6   15522532   15664289    648      57  229891     -0.95692    5.2514e-14     -0.95692
29116        6   16128277   16148979     86      32  227526       1.8307    5.2403e-14       1.8307
2766         6   16237811   16296280    314      62  225488       2.2202    5.2403e-14       2.2202
6310         6   16298843   16762721   2437     282  260588     -0.73788    5.2514e-14     -0.73788
101928433    6   16761102   16765725      9       6  213273      0.13148    5.2486e-14      0.13148
401236       6   17101489   17132103    149      28  257503     -0.89345    5.2514e-14     -0.89345
221662       6   17280739   17294602     48      22  238150     -0.44588    5.2458e-14     -0.44588
10486        6   17392447   17558523    790      77  232846      0.93601    5.2514e-14      0.93601
51439        6   17599518   17612450     43      18  229249      0.54065    5.2514e-14      0.54065
9972         6   17614766   17708065    472      70  239141      -0.3589    5.2458e-14      -0.3589
63971        6   17758914   17988864   1066      57  259617        1.082    5.2403e-14        1.082
378884       6   18120218   18123851     23       8  272829      0.40321    5.2458e-14      0.40321
7172         6   18128042   18156374    143      32  286110     -0.59096    5.2514e-14     -0.59096
221656       6   18154619   18224585    428      52  269384     -0.58202    5.2514e-14     -0.58202
7913         6   18223900   18265799    160      41  207339      0.49981    5.2458e-14      0.49981
255488       6   18276602   18469605   1236      80  322600     -0.56922    5.2514e-14     -0.56922
3400         6   19836579   19842931     41      19  244730     -0.43803    5.2458e-14     -0.43803
154141       6   20099415   20213695    609     110  269518      -0.4157    5.2458e-14      -0.4157
1871         6   20401137   20494445    377      67  228131     -0.63361    5.2514e-14     -0.63361
54901        6   20533688   21233135   3505     150  279608      -0.3383    5.2458e-14      -0.3383
6659         6   21592972   21599350     21      13   74771       0.5216    5.2514e-14       0.5216
5617         6   22286973   22304082     72      31  219147     -0.25944    5.2458e-14     -0.25944
154150       6   22568678   22571250     13       6  337950     -0.32618    5.2458e-14     -0.32618
140767       6   24125414   24148257    117      52  230454       1.8115    5.2403e-14       1.8115
51473        6   24171483   24384520   1430      89  261117     -0.21353    5.2486e-14     -0.21353
353219       6   24356131   24359012     12       8  205990       1.1428    5.2403e-14       1.1428
57380        6   24402141   24426316    206      32  282951     -0.42121    5.2458e-14     -0.42121
2822         6   24425560   24496433    686      56  329096        0.154    5.2486e-14        0.154
7915         6   24494197   24537935    287      44  300992      0.97371    5.2514e-14      0.97371
9856         6   24543832   24647383    624      80  270109      0.75121    5.2514e-14      0.75121
51567        6   24649705   24668115    115      27  269082      -2.2454    5.2403e-14      -2.2454
55856        6   24666263   24705797    211      48  254683      -2.0666    5.2403e-14      -2.0666
81688        6   24704589   24722064     93      37  217369      -1.1963    5.2403e-14      -1.1963
51053        6   24774159   24786827     59      15  180589     -0.85266    5.2514e-14     -0.85266
101928603    6   24797063   24800540     15       6  201048      -2.4609    5.2403e-14      -2.4609
9750         6   24804012   24937275    778      89  228752      -2.2202    5.2403e-14      -2.2202
55604        6   25278656   25621258   2435     149  271428     -0.36416    5.2458e-14     -0.36416
10590        6   25651429   25702511    344      66  229741      0.30314    5.2458e-14      0.30314
221613       6   25725791   25727790     34      11  236015     -0.88653    5.2514e-14     -0.88653
255626       6   25726137   25728073     32      10  235764      -1.5766    5.2403e-14      -1.5766
10050        6   25753927   25781903    191      40  270943      -0.3243    5.2458e-14      -0.3243
6568         6   25782625   25833287    292      40  243358     -0.10787    5.2486e-14     -0.10787
10786        6   25844828   25875471    165      35  250225      0.44301    5.2458e-14      0.44301
10246        6   25912482   25931954    133      32  233491    -0.074476    5.2486e-14    -0.074476
10475        6   25961917   25988057    142      53  160962     -0.17595    5.2486e-14     -0.17595
3024         6   26016760   26019040     17      11  152617      0.99148    5.2514e-14      0.99148
8350         6   26019718   26021686     12       6  208778     0.041705    5.2479e-14     0.041705
8359         6   26020907   26022778     22      13  205986      0.63855    5.2514e-14      0.63855
8366         6   26026624   26028480     18      10  119268    -0.061079    5.2479e-14    -0.061079
8358         6   26031317   26033288     20      10  204891       0.7427    5.2514e-14       0.7427
8335         6   26032820   26034796     25      15  129474     -0.68886    5.2514e-14     -0.68886
3018         6   26042955   26044885     17      10  264383      -2.1255    5.2403e-14      -2.1255
8352         6   26044639   26046597     14       7  351980     -0.18852    5.2486e-14     -0.18852
3006         6   26055468   26057699     20      12  157180     -0.49804    5.2458e-14     -0.49804
3077         6   26086422   26096938     60      28  217901      -1.1985    5.2403e-14      -1.1985
8364         6   26103176   26105065     22      11  270011      0.73503    5.2514e-14      0.73503
3010         6   26107140   26109364     12       7  287365     -0.27562    5.2458e-14     -0.27562
8347         6   26112889   26125266    107      29  199012      0.26365    5.2458e-14      0.26365
8334         6   26123370   26139837    129      39  196015      -0.1267    5.2486e-14      -0.1267
3008         6   26155559   26157843     15      11  141611      -0.8794    5.2514e-14      -0.8794
3017         6   26156419   26172077     69      36  151958       0.5654    5.2514e-14       0.5654
8344         6   26183024   26184958     21       9  281953      0.50689    5.2514e-14      0.50689
8360         6   26188438   26190304     13       6  303654       0.2466    5.2486e-14       0.2466
8351         6   26196482   26200521     36      12  299601     -0.14729    5.2486e-14     -0.14729
3013         6   26198512   26200521     24      11  305358     0.066698    5.2486e-14     0.066698
8343         6   26198787   26200716     27      12  307468      0.05921    5.2479e-14      0.05921
8367         6   26203873   26205749     26       9  251950      0.93116    5.2514e-14      0.93116
8339         6   26215928   26217872     12       6  212691     -0.22662    5.2486e-14     -0.22662
3012         6   26216148   26218211     11       5  229704     -0.18541    5.2486e-14     -0.18541
8353         6   26223427   26228206     43      15  222567      0.95643    5.2514e-14      0.95643
3007         6   26233940   26236216     17       6  233805       0.3414    5.2458e-14       0.3414
8361         6   26239654   26241521     16       6  307737      0.50492    5.2514e-14      0.50492
8369         6   26246339   26248205     17      11  156016     0.048736    5.2479e-14     0.048736
8968         6   26249870   26251835     10       4  245793      0.10105    5.2486e-14      0.10105
8345         6   26250848   26262283     67      25  156165     -0.58451    5.2514e-14     -0.58451
8355         6   26270646   26272612     10       6  248941     -0.97017    5.2514e-14     -0.97017
8346         6   26272204   26274140     12       7  136495      -1.2191    5.2403e-14      -1.2191
8365         6   26280778   26286844     54      22  195927     -0.74461    5.2514e-14     -0.74461
11118        6   26364387   26379048    145      18  343892      -1.0449    5.2403e-14      -1.0449
10385        6   26382111   26395602     97      25  251641      0.99222    5.2514e-14      0.99222
11119        6   26401465   26415944     97      18  294902      0.89144    5.2514e-14      0.89144
10384        6   26439700   26454143     83      29  218351      0.26543    5.2458e-14      0.26543
11120        6   26457132   26477349    132      35  249533       1.7054    5.2403e-14       1.7054
696          6   26499577   26511153     62      21  219362     -0.83288    5.2514e-14     -0.83288
10473        6   26537572   26547665     49      16  272959     -0.10606    5.2486e-14     -0.10606
29777        6   26596171   26600778     22       9  312964      0.27541    5.2458e-14      0.27541
79692        6   26634111   26660980    143      30  249712      0.52299    5.2514e-14      0.52299
8970         6   27093412   27101743     64      16  109163    -0.035715    5.2479e-14    -0.035715
8969         6   27099817   27101814     22       8   56768   -0.0042064     5.248e-14   -0.0042064
85236        6   27105572   27115637     65      21  109486      0.41588    5.2458e-14      0.41588
8294         6   27105924   27108758     15       9   47179     -0.25932    5.2458e-14     -0.25932
85235        6   27113861   27115841     20      10  156080      0.91379    5.2514e-14      0.91379
10279        6   27214480   27224899     45      21  244790      0.18818    5.2486e-14      0.18818
94026        6   27276342   27281011     32      16  236645      -0.9367    5.2514e-14      -0.9367
346157       6   27355524   27372183    126      12  352436       3.7895    5.2403e-14       3.7895
7738         6   27418021   27441897    129      16  320395       3.4223    5.2403e-14       3.4223
8340         6   27774757   27776709      8       3  244659      0.94134    5.2514e-14      0.94134
8329         6   27774977   27776945      6       3  244929       1.1633    5.2403e-14       1.1633
8357         6   27776842   27778814      7       4   80754       1.2792    5.2403e-14       1.2792
8331         6   27781580   27783518     13       5  234932        1.115    5.2403e-14        1.115
8342         6   27781822   27783767     13       5  234932        1.115    5.2403e-14        1.115
8363         6   27790903   27792758     15      10  106227     -0.63211    5.2514e-14     -0.63211
8362         6   27798452   27800305     10       7  103955       1.0253    5.2403e-14       1.0253
8341         6   27804544   27822033     79      27  175072       1.7081    5.2403e-14       1.7081
8330         6   27805158   27807117     18      12  141583       1.9179    5.2403e-14       1.9179
8332         6   27832107   27834076     12       7  134493      0.72687    5.2514e-14      0.72687
3009         6   27834070   27836359     26      11  178820       1.1518    5.2403e-14       1.1518
8354         6   27839123   27841099     12       7  136621       1.9322    5.2403e-14       1.9322
8368         6   27840426   27842289     11       6  187098       1.9609    5.2403e-14       1.9609
8356         6   27857593   27859570     13       6  232016      0.87139    5.2514e-14      0.87139
8336         6   27859977   27861963      7       4   15247       1.1393    5.2403e-14       1.1393
8348         6   27860203   27926600    349      55  158270      0.12939    5.2486e-14      0.12939
81697        6   27878463   27881174     15       9  261615      0.35424    5.2458e-14      0.35424
26212        6   27924019   27926460     12       7  130853       -1.252    5.2403e-14       -1.252
7718         6   28047482   28057841     46      13  299655       1.4739    5.2403e-14       1.4739
80345        6   28091334   28098364     39      16  171544       1.2995    5.2403e-14       1.2995
7745         6   28108688   28127750     97      20  275180       1.5494    5.2403e-14       1.5494
7746         6   28192029   28201765     63      24  237802     -0.72238    5.2514e-14     -0.72238
387032       6   28211904   28228030     71      28  232614     -0.74346    5.2514e-14     -0.74346
222698       6   28226075   28229236     18      11  248303      -2.5362    5.2403e-14      -2.5362
7741         6   28233788   28246501     49      19  215613     -0.33236    5.2458e-14     -0.33236
84547        6   28248314   28270826    120      33  249288     -0.38202    5.2458e-14     -0.38202
64288        6   28292014   28322972    183      38  248164     -0.76647    5.2514e-14     -0.76647
80317        6   28316691   28337454    120      32  259771     0.010957    5.2481e-14     0.010957
9753         6   28346098   28368544    124      24  282721      0.14634    5.2486e-14      0.14634
222696       6   28398873   28412279     78      21  267250      0.43224    5.2458e-14      0.43224
257202       6   28470573   28484570    103      36  236912      0.76631    5.2514e-14      0.76631
2880         6   28492789   28503228     50      18  256818     -0.66327    5.2514e-14     -0.66327
114821       6   28538907   28556112     56      22  247089     -0.92704    5.2514e-14     -0.92704
5987         6   28870279   28892768    134      40  222894      0.66039    5.2514e-14      0.66039
282890       6   28962062   28974037     54      18  290775     -0.74373    5.2514e-14     -0.74373
26692        6   29011490   29013952     14       7  348171    -0.025847    5.2479e-14    -0.025847
442184       6   29053485   29056090     16      10  187250       1.3971    5.2403e-14       1.3971
442186       6   29078587   29081161     15       6  327491     -0.58969    5.2514e-14     -0.58969
26707        6   29140311   29142851     17       7  426311      0.22203    5.2486e-14      0.22203
442191       6   29273467   29275932     19      11  212292    -0.066507    5.2486e-14    -0.066507
81696        6   29322507   29325054     17       9  286383     -0.37274    5.2458e-14     -0.37274
81797        6   29340700   29344068     29      12  336686       1.1996    5.2403e-14       1.1996
26529        6   29363416   29365948     30       7  265797       1.8234    5.2403e-14       1.8234
26531        6   29392781   29425848    335      28  186516      0.25097    5.2458e-14      0.25097
442194       6   29406716   29409254     34      11  171350      0.50687    5.2514e-14      0.50687
26716        6   29423947   29432599     59      22  143143    -0.081548    5.2486e-14    -0.081548
116511       6   29454043   29456679     23      10  122065     -0.17416    5.2486e-14     -0.17416
10537        6   29522889   29528702     47      12  272933     0.078399    5.2486e-14     0.078399
7932         6   29552818   29557245     32      17  145563     -0.22885    5.2486e-14     -0.22885
2550         6   29569505   29601962    223      28  251321       0.8247    5.2514e-14       0.8247
4340         6   29623758   29640649    161      29  261416     -0.11948    5.2486e-14     -0.11948
346171       6   29639669   29645931     60      17  317852     -0.49118    5.2458e-14     -0.49118
3134         6   29690117   29695573     49      10  404577      -0.1308    5.2486e-14      -0.1308
554223       6   29758683   29766084    175      18  358756      0.53324    5.2514e-14      0.53324
3135         6   29793756   29799399    101      11  382953      0.67765    5.2514e-14      0.67765
3105         6   29909247   29914161    137      22  285391       1.8954    5.2403e-14       1.8954
30834        6   30028017   30033186     45       9  367229      -1.3537    5.2403e-14      -1.3537
6992         6   30033932   30038610     37      16  277039     -0.50173    5.2514e-14     -0.50173
80352        6   30037543   30044628     83      18  333160      0.43477    5.2458e-14      0.43477
11074        6   30070174   30081867    155      40  248913      0.36776    5.2458e-14      0.36776
135644       6   30102885   30117012    248      27  240878       1.1616    5.2403e-14       1.1616
10107        6   30119222   30129711    112      19  294084      0.74482    5.2514e-14      0.74482
89870        6   30129968   30140973    110      19  226154    -0.022032    5.2479e-14    -0.022032
7726         6   30151732   30182271    288      28  208073      0.43527    5.2458e-14      0.43527
56658        6   30293227   30312006    102      23  207652     -0.55657    5.2514e-14     -0.55657
202658       6   30296088   30315135    114      26  220000     -0.28174    5.2458e-14     -0.28174
79897        6   30311897   30315135     25      12  313942      0.49342    5.2458e-14      0.49342
3133         6   30456183   30462482     25      13  179281      0.46049    5.2458e-14      0.46049
2794         6   30508654   30526371     65      32  127096    -0.052918    5.2479e-14    -0.052918
80742        6   30523486   30532973     57      29  136155    -0.091326    5.2486e-14    -0.091326
23           6   30538170   30559809    102      30  130063       1.0623    5.2403e-14       1.0623
5514         6   30567677   30586084     99      20  211238       1.2493    5.2403e-14       1.2493
28973        6   30584275   30594674     55      19  177403      0.42645    5.2458e-14      0.42645
79969        6   30593613   30615098    126      37  168749      0.57647    5.2514e-14      0.57647
221545       6   30613816   30621487     36      17  132587     -0.54396    5.2514e-14     -0.54396
8449         6   30620396   30641830     73      25  174596      -1.4822    5.2403e-14      -1.4822
170954       6   30643666   30656672     45      17  199524       0.3041    5.2458e-14       0.3041
11270        6   30655324   30660197     22       8  310710     -0.95757    5.2514e-14     -0.95757
9656         6   30667084   30686458    159      22  290443      -1.0775    5.2403e-14      -1.0775
203068       6   30687012   30693699     42      12  261613      -1.9135    5.2403e-14      -1.9135
10211        6   30695006   30711687    118      11  339565     -0.22165    5.2486e-14     -0.22165
8870         6   30710476   30713327     16       8  220840      -1.2055    5.2403e-14      -1.2055
780          6   30849694   30868433    119      30  249473        1.332    5.2403e-14        1.332
2968         6   30874957   30882383     47      11  321467       1.2759    5.2403e-14       1.2759
57176        6   30880982   30894736     97      15  310993      0.23515    5.2486e-14      0.23515
389376       6   30898627   30900952     28      10  348249       1.2186    5.2403e-14       1.2186
135656       6   30907777   30922498     71      27  291134     -0.47156    5.2458e-14     -0.47156
394263       6   30950485   30958175     60      17  275887     -0.37012    5.2458e-14     -0.37012
100507679    6   30972729   31003679    474      53  342919      -1.2004    5.2403e-14      -1.2004
29113        6   31078500   31081332     57      13  374389      -1.9495    5.2403e-14      -1.9495
170679       6   31081608   31108369    300      37  329517      -1.7463    5.2403e-14      -1.7463
1041         6   31082365   31089252     66      15  305026      -1.1439    5.2403e-14      -1.1439
170680       6   31104811   31108127     53      22  341437      -1.9819    5.2403e-14      -1.9819
54535        6   31109716   31127015    218      35  362717     -0.49212    5.2458e-14     -0.49212
6941         6   31125303   31134683     81      16  379282      0.27469    5.2458e-14      0.27469
5460         6   31131614   31139451     83      18  386354      0.33282    5.2458e-14      0.33282
3107         6   31236026   31240913    159      25  313370     -0.38634    5.2458e-14     -0.38634
3106         6   31321149   31325989    151      32  348192     -0.82968    5.2514e-14     -0.82968
100507436    6   31366561   31383590    286      36  373895      -1.1623    5.2403e-14      -1.1623
4277         6   31461054   31479401    272      26  368218     -0.51468    5.2514e-14     -0.51468
401250       6   31495739   31498508     32      12  350254      0.23584    5.2486e-14      0.23584
7919         6   31497496   31511252    121      32  306549     0.070286    5.2486e-14     0.070286
534          6   31511728   31515625     22      12  310756      0.48976    5.2458e-14      0.48976
4795         6   31513628   31527106    100      32  335369       1.0539    5.2403e-14       1.0539
4049         6   31538876   31542601     31      15  283597     -0.66446    5.2514e-14     -0.66446
7124         6   31542344   31546613     21      11  277549     -0.46469    5.2458e-14     -0.46469
4050         6   31547835   31551202     11       6  182380     -0.38004    5.2458e-14     -0.38004
7940         6   31552956   31557186     30      17  247916     -0.89008    5.2514e-14     -0.89008
259197       6   31556160   31561762     50      24  293653      0.96241    5.2514e-14      0.96241
199          6   31581969   31585298     20       9  366232    0.0024377     5.248e-14    0.0024377
7916         6   31587450   31606054    121      37  278055      -1.2428    5.2403e-14      -1.2428
7917         6   31606305   31621953     84      30  269682      -1.1181    5.2403e-14      -1.1181
55937        6   31619187   31626487     40      21  200875      0.14308    5.2486e-14      0.14308
57827        6   31625575   31629549     20      13  292840      -1.4133    5.2403e-14      -1.4133
7918         6   31628506   31635060     44      19  312392      -1.5654    5.2403e-14      -1.5654
1460         6   31631995   31638344     35      18  293918      -1.3474    5.2403e-14      -1.3474
58496        6   31637728   31640727     18       9  326387     -0.08021    5.2486e-14     -0.08021
80741        6   31643961   31649150     21       9  260772      -1.3459    5.2403e-14      -1.3459
7920         6   31654226   31672137     77      29  227902       -1.365    5.2403e-14       -1.365
259215       6   31673625   31678872     23      14  298415      -1.0206    5.2403e-14      -1.0206
58530        6   31682048   31686198     24       9  188568     -0.89936    5.2514e-14     -0.89936
80740        6   31685925   31690511     26      12  193272      0.19973    5.2486e-14      0.19973
80739        6   31690121   31694987     20      13  151165     0.059028    5.2479e-14     0.059028
23564        6   31694317   31699039     20      12  198110     -0.65372    5.2514e-14     -0.65372
1192         6   31697858   31706095     36      23  196466      0.70003    5.2514e-14      0.70003
4439         6   31706725   31730955    112      38  239965       1.0014    5.2403e-14       1.0014
401251       6   31729773   31733127     20      14  179448      0.80758    5.2514e-14      0.80758
80737        6   31732678   31746108     75      31  194822     -0.39792    5.2458e-14     -0.39792
7407         6   31744795   31764712     70      33  228436       0.3754    5.2458e-14       0.3754
57819        6   31764669   31775761     48      23  294227         1.87    5.2403e-14         1.87
3305         6   31776896   31791093     60      31  270621        1.629    5.2403e-14        1.629
3303         6   31781952   31786219     17      10  235565       1.8745    5.2403e-14       1.8745
3304         6   31788964   31798532     42      24  177917     -0.11241    5.2486e-14     -0.11241
50854        6   31801693   31808041     38      21  259935       1.2422    5.2403e-14       1.2422
4758         6   31826329   31831709     12       8  165913     0.025996    5.2479e-14     0.025996
80736        6   31830469   31847823    105      27  308219      0.35224    5.2458e-14      0.35224
10919        6   31847036   31866464     95      42  255502      0.66575    5.2514e-14      0.66575
717          6   31864562   31913949    211      59  252993     -0.16642    5.2486e-14     -0.16642
221527       6   31866894   31870769     16      10  307250     -0.70474    5.2514e-14     -0.70474
629          6   31912721   31920361     39      20  255311      0.40847    5.2458e-14      0.40847
7936         6   31919364   31927864     31      15  285384     -0.57159    5.2514e-14     -0.57159
6499         6   31925581   31938032     71      33  289435     -0.50947    5.2514e-14     -0.50947
1797         6   31937088   31941032     28      19  180076      0.94099    5.2514e-14      0.94099
8859         6   31937952   31949723     55      28  268241       1.2245    5.2403e-14       1.2245
720          6   31948834   31970957      1       1    1487      0.22698    5.2486e-14      0.22698
721          6   31981572   32003695      1       1  480593     -0.23427    5.2486e-14     -0.23427
1589         6   32005093   32009947     22      10  183448      0.85418    5.2514e-14      0.85418
7148         6   32008432   32078151    308      62  234827     -0.11789    5.2486e-14     -0.11789
1388         6   32082545   32097017     59      35  209260     -0.33808    5.2458e-14     -0.33808
63943        6   32095984   32099067     14       9  281644      0.37106    5.2458e-14      0.37106
80863        6   32115640   32120720     12       8  163875       1.0433    5.2403e-14       1.0433
9374         6   32120229   32131958     52      26  271182      -0.3997    5.2458e-14      -0.3997
80864        6   32131382   32136562     28      16  261576       1.1778    5.2403e-14       1.1778
10554        6   32135483   32146888     40      16  314205       1.3654    5.2403e-14       1.3654
6048         6   32145162   32149070     21       6  345652        1.718    5.2403e-14        1.718
177          6   32148245   32153099     30      16  244916       1.4049    5.2403e-14       1.4049
5089         6   32152010   32158963     23      10  296019       1.9185    5.2403e-14       1.9185
63940        6   32158043   32164300     23      12  275757      0.82291    5.2514e-14      0.82291
4855         6   32162120   32192844    214      52  314061       1.9902    5.2403e-14       1.9902
10665        6   32259975   32340705    952      37  320174       2.6912    5.2403e-14       2.6912
56244        6   32362013   32375900    364      16  208315        1.196    5.2403e-14        1.196
101929163    6   32370234   32374467     96       9  346234      0.92612    5.2514e-14      0.92612
3122         6   32406619   32413323     95      15  388677       1.4821    5.2403e-14       1.4821
3127         6   32484651   32499006     54      14   11126     -0.19662    5.2486e-14     -0.19662
3123         6   32546046   32558613     54      14  107746       2.2482    5.2403e-14       2.2482
3117         6   32604169   32612652    192      19  148721       2.7936    5.2403e-14       2.7936
3119         6   32626741   32635466    200      23  149217       1.5536    5.2403e-14       1.5536
3118         6   32708156   32715164    116      16  301263       1.9423    5.2403e-14       1.9423
3120         6   32723337   32732330    111      14  318480       1.2061    5.2403e-14       1.2061
3112         6   32780040   32785825     58      15  392799        1.643    5.2403e-14        1.643
6891         6   32789110   32807547    254      35  311394     -0.31617    5.2458e-14     -0.31617
5696         6   32807994   32813712     44      16  312277      0.11728    5.2486e-14      0.11728
6890         6   32812486   32822748    132      22  332837    -0.072092    5.2486e-14    -0.072092
5698         6   32820927   32828128     54      16  317129     -0.30721    5.2458e-14     -0.30721
